siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
006580468,00038,00658046800038,O,1983-07-24,,,2024-03-30T01:14:37,true,3,,46,RUE,DES HAUTS PAVES,44000,NANTES,44109,441094080_B,354702.9966627847,6690502.227680598,2008-01-01,A,,70.10Z,NAFRev2,N
007350200,00031,00735020000031,O,2008-06-17,11,2022,2024-03-22T15:40:57,false,4,,,,ZAC DE NICOPOLIS,83170,BRIGNOLES,83023,,,,2011-12-01,A,,43.12B,NAFRev2,O
008021651,00016,00802165100016,O,1997-04-16,01,2022,2024-03-30T16:12:41,true,2,,224,BOULEVARD,DE VANTEAUX,87000,LIMOGES,87085,870855155_B,562332.8500043866,6526441.884185737,2008-01-01,A,,81.10Z,NAFRev2,O
009744087,00017,00974408700017,O,1995-08-28,,,2024-03-30T06:23:31,true,2,,11,BOULEVARD,DE LA LIBERTE,35000,RENNES,35238,352385700_B,352300.4306211764,6788846.7409131965,2008-01-01,A,,81.10Z,NAFRev2,O
010436889,00017,01043688900017,O,1986-10-08,,,2024-03-30T17:53:15,true,4,RESIDENCE KREIS BRAS,3,RUE,DES SEPT ILES,22700,PERROS-GUIREC,22168,221681210_B,227220.6512593155,6876590.848620467,2012-09-30,A,,81.10Z,NAFRev2,N
011339934,00017,01133993400017,O,1980-11-28,01,2022,2024-03-30T05:25:11,true,2,,13,RUE,SAINTE COLETTE,54500,VANDŒUVRE-LES-NANCY,54547,545470612_B,934395.1792908651,6846309.534045248,2008-01-01,A,,81.10Z,NAFRev2,O
012863312,00018,01286331200018,O,2013-04-08,,,2024-03-30T07:56:11,true,3,N  12 A 15,12,PLACE,DU CHAMP DE MARS,50000,SAINT-LO,50502,505020570_B,401678.1414594303,6898428.815366635,2015-12-31,A,,81.10Z,NAFRev2,N
013245410,00017,01324541000017,O,1990-08-03,,,2024-03-30T12:47:43,true,2,,32,RUE,BOUGERE,49000,ANGERS,49007,490071090_B,432011.0062669108,6712941.0628720075,2008-01-01,A,,81.10Z,NAFRev2,N
013876370,00019,01387637000019,O,2016-01-21,,,2024-03-30T01:00:15,true,4,,,,LA CONDAMINE,39570,PERRIGNY,39411,39411B030_C,,,2008-01-01,A,,81.10Z,NAFRev2,N
014728802,00019,01472880200019,O,2005-12-09,,,2024-03-30T18:04:34,true,4,,,RUE,DU DOC CORNIL,03000,MOULINS,03190,031900760_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
014916175,00012,01491617500012,O,2005-04-16,,,2024-03-30T05:33:42,true,2,,,RUE,VIEILLE CHARRAT,43120,MONISTROL-SUR-LOIRE,43137,431370690_B,791982.8695821709,6466708.616569816,2008-01-01,A,,81.10Z,NAFRev2,O
016141160,00040,01614116000040,O,2020-02-12,,,2024-03-22T15:40:57,true,3,,,,,21630,POMMARD,21492,,,,2008-01-01,A,,01.21Z,NAFRev2,N
016450298,00035,01645029800035,O,2008-06-07,,,2025-02-11T02:24:23,true,1,,2,RUE,DU DOCTEUR LOMBARD,92130,ISSY-LES-MOULINEAUX,92040,920402550_B,644978.1731691419,6858075.73767521,2017-12-20,A,,70.10Z,NAFRev2,N
016750770,00063,01675077000063,O,2010-12-08,11,2022,2025-02-12T02:13:51,true,1,,3,,CLAIRVOT,21850,SAINT-APOLLINAIRE,21540,21540B024_C,,,2009-01-29,A,ACYCLEA - AUTO CASSE,38.32Z,NAFRev2,O
017400268,00011,01740026800011,O,2021-05-23,,,2025-02-04T02:47:40,true,3,,,BOULEVARD,CHARLES WARNERY,34000,MONTPELLIER,34172,341721252_B,771687.2471296332,6279907.342776503,2018-05-03,A,,81.10Z,NAFRev2,N
019349851,00014,01934985100014,O,1988-10-24,,,2024-03-30T05:13:01,true,3,,50,PLACE,MAZELLE,57000,METZ,57463,574634360_B,932420.2855079938,6895226.767381951,2018-08-07,A,,81.10Z,NAFRev2,N
019358555,00019,01935855500019,O,1993-06-10,,,2024-03-30T09:45:07,true,3,,52,PLACE,MAZELLE,57000,METZ,57463,574634360_B,932384.3383028477,6895177.7866651695,2008-01-01,A,,81.10Z,NAFRev2,O
019561489,00014,01956148900014,O,1984-12-17,01,2022,2024-07-26T09:38:18,true,3,,7,RUE,DES JARDINS,05000,GAP,05061,050611190_B,944623.2519249809,6389647.553936266,2024-06-30,A,,81.10Z,NAFRev2,N
019676998,00016,01967699800016,O,1983-03-01,,,2024-03-30T07:59:45,true,3,,,,LE SAUZE,04400,ENCHASTRAYES,04073,04073B066_C,,,2008-10-31,A,,81.10Z,NAFRev2,N
019766260,00012,01976626000012,O,2010-01-11,,,2024-03-30T02:22:51,true,2,,198,ROUTE,DE TURIN,06300,NICE,06088,060886480_B,1045471.8209500401,6301176.4125059275,2008-01-01,A,,81.10Z,NAFRev2,O
019775345,00010,01977534500010,O,1997-09-25,01,2022,2024-04-25T09:42:12,true,3,,,BD,DU PRESIDENT WILSON,06160,ANTIBES,06004,,,,2024-02-29,A,,81.10Z,NAFRev2,N
019781368,00014,01978136800014,O,1989-09-26,,,2024-03-30T08:41:21,true,2,,72,AVENUE,DE LA CALIFORNIE,06200,NICE,06088,060881045_B,1041740.1985676927,6296912.003118976,2008-01-01,A,,81.10Z,NAFRev2,N
019782200,00018,01978220000018,O,2005-04-29,,,2024-03-30T07:00:23,true,2,,39,RUE,VERDI,06000,NICE,06088,060886620_B,1043074.4503202257,6298193.292717112,2008-01-01,A,,81.10Z,NAFRev2,N
019784537,00011,01978453700011,O,2013-11-16,,,2024-03-30T04:25:50,true,3,,21,BOULEVARD,DE LA REPUBLIQUE,06240,BEAUSOLEIL,06012,060120560_B,1056310.0585636026,6303717.420855107,2008-01-01,A,,81.10Z,NAFRev2,N
019834886,00012,01983488600012,O,1986-03-14,,,2024-03-30T18:37:18,true,3,,,CHEMIN,DE LA PAROUQUINE,06600,ANTIBES,06004,060042455_B,1032504.6893070339,6285878.550678606,2009-06-30,A,,81.10Z,NAFRev2,N
019854314,00010,01985431400010,O,2007-06-20,01,2022,2024-03-30T07:44:14,true,2,,6,RUE,DU GRAND PIN,06100,NICE,06088,060882990_B,1042766.4793896225,6299659.225145493,2008-01-01,A,,81.10Z,NAFRev2,O
019909043,00010,01990904300010,O,2008-02-18,,,2024-03-30T00:32:28,true,2,,51,BOULEVARD,GENERAL LOUIS DELFINO,06300,NICE,06088,060882828_B,1045577.6641555716,6298862.76189407,2008-01-01,A,,81.10Z,NAFRev2,N
019958065,00013,01995806500013,O,1991-12-16,,,2024-03-30T19:17:35,true,5,,,,LE PAS DU LOUP,06420,ISOLA,06073,,,,2021-05-31,A,,81.10Z,NAFRev2,N
021015458,00017,02101545800017,O,2002-01-09,01,2022,2024-03-30T15:41:54,true,2,LES CABLETTES,,,CAPON,83990,SAINT TROPEZ,83119,83119B013_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
021501861,00013,02150186100013,O,1994-11-20,,,2024-03-30T09:49:30,true,3,PRO 25 RUE STE VICTOIRE,25,RUE,SAINTE VICTOIRE,13006,MARSEILLE,13206,132068583_B,893366.495665435,6245901.208873703,2008-01-01,A,,81.10Z,NAFRev2,N
021503305,00019,02150330500019,O,1996-05-13,,,2024-03-22T15:40:57,true,3,,21,IMP,LA BATTERIE DU ROUCAS BLANC,13007,MARSEILLE 7,13207,,,,2013-12-31,A,,81.10Z,NAFRev2,N
021511563,00013,02151156300013,O,1987-03-28,,,2024-03-30T19:15:37,true,3,,430,RUE,PARADIS,13008,MARSEILLE,13208,132086794_B,893635.4639071722,6244732.540989742,2018-03-31,A,,81.10Z,NAFRev2,N
021511811,00016,02151181100016,O,1992-12-23,,,2024-03-29T22:45:58,true,4,PRO 36 BD DE LA BLANCARDE,36,BOULEVARD,DE LA BLANCARDE,13004,MARSEILLE,13204,132041213_B,894736.1691042732,6247799.879300995,2010-04-30,A,,81.10Z,NAFRev2,N
021517255,00010,02151725500010,O,2008-03-04,,,2024-03-30T03:54:00,true,2,PRO LE CANTINI,13,AVENUE,JULES CANTINI,13006,MARSEILLE,13206,132064930_B,893765.6744836987,6245745.103925373,2008-01-01,A,,81.10Z,NAFRev2,N
