siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
007180532,00066,00718053200066,O,2003-01-06,,,2024-07-19T12:31:18,false,1,ZAC DE LA FONT AU BRUN,,RUE,DE LA ROSELIERE,44570,TRIGNAC,44210,442100546_B,306626.74,6701729.59,2024-06-30,A,TRIGNAC AUTO,45.11Z,NAFRev2,O
007270416,00030,00727041600030,P,1992-08-12,,,2024-03-30T12:24:44,true,1,[ND],[ND],[ND],[ND],[ND],BESNE,44013,[ND],[ND],[ND],2010-01-01,A,[ND],68.20A,NAFRev2,N
007370802,00063,00737080200063,O,2025-04-19,,,2024-03-22T15:40:57,true,3,,42,RTE,DE NANTES,56130,LA ROCHE-BERNARD,56195,,,,2008-01-01,A,,68.20B,NAFRev2,N
008020505,00015,00802050500015,O,2025-10-07,,,2024-03-30T17:24:44,true,3,,11,ALLEE,COLBERT,87000,LIMOGES,87085,870851258_B,562748.3535468586,6526113.32643223,2014-09-12,A,,81.10Z,NAFRev2,N
008574352,00012,00857435200012,O,2000-10-01,,,2024-03-30T03:09:46,true,3,5 ET 7,5,RUE,CLEMENT METEZEAU,08000,CHARLEVILLE-MEZIERES,08105,081050790_B,824224.6838416118,6965007.18667583,2017-10-31,A,,81.10Z,NAFRev2,N
009739046,00010,00973904600010,O,2021-06-22,,,2024-03-30T00:00:58,true,3,N 1 - 1B - 1T,,BOULEVARD,JEANNE D'ARC,35000,RENNES,35238,352384930_B,353496.70440434624,6789197.436387427,2009-06-30,A,,81.10Z,NAFRev2,N
010437689,00010,01043768900010,O,1982-04-15,,,2024-03-30T13:58:24,true,3,RES PORS NEVEZ,,RUE,CROAS AR SKIN,22700,PERROS-GUIREC,22168,221680253_C,,,2009-03-31,A,,81.10Z,NAFRev2,N
011339413,00012,01133941300012,O,1988-09-28,NN,2022,2024-03-30T12:32:52,true,3,,46,RUE,DE NABECOR,54000,NANCY,54395,543953840_B,934650.4836177577,6846755.455764001,2023-08-31,A,,81.10Z,NAFRev2,N
011339975,00010,01133997500010,O,2018-07-27,,,2024-03-30T05:22:27,true,2,,12,RUE,VICTOR HUGO,54000,NANCY,54395,543955220_B,933217.9453809834,6848048.334422426,2008-01-01,A,,81.10Z,NAFRev2,N
011341070,00016,01134107000016,O,2002-08-26,01,2022,2024-03-30T04:49:40,true,2,RES CENTRE LES ARCADES,,PLACE,DES ARCADES,54120,BACCARAT,54039,540390036_B,976510.2639257619,6823212.195116041,2008-01-01,A,,81.10Z,NAFRev2,O
013218045,00014,01321804500014,O,2014-06-29,,,2024-03-30T00:01:40,true,3,IMMEUBLE LA RESIDENCE,109,QUAI,PAUL BOUDET,53000,LAVAL,53130,531303980_B,419642.1654034008,6780440.727947606,2013-12-31,A,,81.10Z,NAFRev2,N
013250386,00011,01325038600011,O,1987-09-06,,,2024-03-30T10:59:56,true,2,,,AVENUE,FRANCOIS VILLON,49130,LES PONTS-DE-CE,49246,492460324_B,434521.2752446313,6709684.449791494,2008-01-01,A,,81.10Z,NAFRev2,N
