siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
006172324,00029,00617232400029,O,2017-01-25,,,2024-03-30T15:18:20,true,3,,,,CUCHET,74920,COMBLOUX,74083,74083B064_C,,,2008-01-01,A,,68.20A,NAFRev2,N
006371470,00037,00637147000037,O,2012-08-27,,,2025-02-13T02:28:40,false,3,,7,ROUTE,DE NOTRE-DAME-DE-GRACE,44750,QUILLY,44139,441390002_B,327024.1258444238,6718740.953465316,2008-01-01,A,,68.20B,NAFRev2,N
008025314,00017,00802531400017,O,2022-10-08,,,2024-03-30T07:29:23,true,3,,9,RUE,PAUL DERIGNAC,87000,LIMOGES,87085,870853915_B,564027.9866497846,6526916.779599736,2009-12-31,A,,81.10Z,NAFRev2,N
009736935,00017,00973693500017,O,1981-09-01,,,2024-03-22T15:40:57,true,2,,,RUE,ETIENNE MOREL,35137,BEDEE,35023,,,,2008-01-01,A,,81.10Z,NAFRev2,N
009744152,00019,00974415200019,O,1992-11-26,,,2024-03-30T08:18:15,true,2,,23,QUAI,DE LA PREVALAYE,35000,RENNES,35238,352388021_B,351283.61949384917,6789033.001405603,2008-01-01,A,,81.10Z,NAFRev2,N
010234805,00017,01023480500017,O,2007-08-02,01,2022,2024-03-30T17:01:50,true,2,RESIDENCE LES MOGUEROUS,,RUE,DES JOHNIES,29680,ROSCOFF,29239,292390370_B,186922.60078335862,6869933.341640467,2008-01-01,A,,81.10Z,NAFRev2,O
011339132,00018,01133913200018,O,2017-06-19,,,2024-03-30T13:53:59,true,3,,35,RUE,SAINT NICOLAS,54000,NANCY,54395,543954650_B,934428.7104954612,6847936.075554724,2013-03-24,A,,81.10Z,NAFRev2,O
011339645,00019,01133964500019,O,1991-07-19,,,2024-03-30T03:00:02,true,3,,,BOULEVARD,JOFFRE,54000,NANCY,54395,543952850_B,933894.8969781791,6847800.83585567,2022-07-31,A,,81.10Z,NAFRev2,N
012862975,00013,01286297500013,O,2024-05-20,,,2024-03-30T05:52:32,true,3,1,3,RUE,DU CLOS DU PUITS,50200,COUTANCES,50147,501470320_B,375976.00411657745,6892946.675253313,2022-07-31,A,,81.10Z,NAFRev2,N
012863114,00018,01286311400018,O,2023-05-24,,,2024-03-30T03:28:13,true,2,,,RUE,MOLIERE,50400,GRANVILLE,50218,502180910_B,363484.18966164486,6869466.2268834505,2008-01-01,A,,81.10Z,NAFRev2,O
