siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
006580195,00011,00658019500011,O,2009-01-02,22,2022,2025-01-27T02:30:48,false,4,,182,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,44184,441845740_B,308250.46138814464,6701354.47180507,2008-01-01,A,,29.10Z,NAFRev2,O
007928286,00017,00792828600017,O,2000-05-04,,,2024-03-30T01:59:27,true,2,,6,RUE,D ARSONVAL,19100,BRIVE-LA-GAILLARDE,19031,190310350_B,585331.9441158689,6451735.079908429,2008-01-01,A,,81.10Z,NAFRev2,N
008024135,00017,00802413500017,O,1997-06-06,,,2024-03-30T13:29:51,true,2,,8,BOULEVARD,LOUIS BLANC,87000,LIMOGES,87085,870853145_B,565079.5552164359,6526969.183342051,2008-01-01,A,,81.10Z,NAFRev2,O
008574907,00013,00857490700013,O,2004-05-14,01,2022,2024-03-30T16:16:27,true,2,,1,RUE,HENRI RENAUDIN,08000,CHARLEVILLE-MEZIERES,08105,081051680_B,823164.7998735904,6965180.196604371,2008-01-01,A,,81.10Z,NAFRev2,O
008574923,00010,00857492300010,O,1988-01-15,01,2022,2024-03-29T23:20:13,true,4,52 RUE DES PEPINIERES,69,AVENUE,CHARLES BOUTET,08000,CHARLEVILLE-MEZIERES,08105,081050620_B,823278.0141264587,6965428.905904703,2019-04-01,A,,81.10Z,NAFRev2,O
011338985,00010,01133898500010,O,2005-02-16,,,2024-03-30T15:33:31,true,3,,43,RUE,DE LA RAVINELLE,54000,NANCY,54395,543954330_B,933453.8984330604,6848512.014001556,2008-02-29,A,,81.10Z,NAFRev2,N
011342011,00019,01134201100019,O,2001-05-01,,,2024-03-30T11:00:30,true,3,,7,PLACE,DE LA CARRIERE,54000,NANCY,54395,543950760_B,934133.2833548046,6848570.410289134,2014-04-30,A,,81.10Z,NAFRev2,N
013754726,00019,01375472600019,O,1998-07-13,,,2024-03-30T12:25:22,true,2,,25,PLACE,DARCY,21000,DIJON,21231,212312525_B,853430.1604762737,6693437.679966649,2008-01-01,A,,81.10Z,NAFRev2,N
014346811,00012,01434681100012,O,1990-07-18,,,2024-03-29T22:57:25,true,3,DU 35 AU 43,,RUE,DU 134E REGIMENT D'INFANTERIE,71100,CHALON-SUR-SAONE,71076,71076uub2ct_B,840665.2541742385,6633833.322177081,2021-12-31,A,,81.10Z,NAFRev2,N
014915425,00012,01491542500012,O,1995-04-10,,,2024-03-30T18:33:12,true,3,,2,AVENUE,DU PUY,43000,ESPALY-SAINT-MARCEL,43089,430890260_B,768543.118081857,6438771.063700364,2013-03-31,A,,81.10Z,NAFRev2,N
