siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
006620124,00039,00662012400039,O,2002-12-26,02,2022,2025-02-03T02:29:28,false,2,LIEUDIT LA CROIX DE FER,,RUE,DE LA CROIX DE FER,80770,BEAUCHAMPS,80063,,,,2008-01-01,A,,22.19Z,NAFRev2,O
008021354,00017,00802135400017,O,2013-08-15,,,2024-03-30T02:44:25,true,3,,96,RUE,FRANCOIS PERRIN,87000,LIMOGES,87085,870852060_B,563565.7557384588,6526960.486637106,2022-07-31,A,,81.10Z,NAFRev2,N
008610370,00010,00861037000010,O,2023-10-28,,,2024-03-30T00:19:25,true,2,,88,RUE,DE NOUZONVILLE,08000,CHARLEVILLE-MEZIERES,08105,081052950_B,824305.9635904948,6966649.507710321,2008-01-01,A,,81.10Z,NAFRev2,O
009381195,00016,00938119500016,O,1998-12-04,,,2024-03-30T04:13:55,true,4,EN LA PERS. DE SON SYNDIC,55,AVENUE,CARNOT,52000,CHAUMONT,52121,521210310_B,859203.8796486959,6781965.030787276,2017-06-30,A,,81.10Z,NAFRev2,N
009717083,00019,00971708300019,O,2009-03-08,,,2024-03-30T07:00:00,true,2,IMMEUBLE,33,RUE,SADI CARNOT,10300,SAINTE-SAVINE,10362,103620870_B,778411.6998121757,6800180.541939141,2008-01-01,A,,81.10Z,NAFRev2,N
009744046,00013,00974404600013,O,1990-12-02,NN,2022,2024-03-30T00:37:48,true,2,,8,RUE,DES FRANCS-BOURGEOIS,35000,RENNES,35238,352383290_B,352227.07367940235,6789187.73594041,2008-01-01,A,,81.10Z,NAFRev2,O
011341518,00014,01134151800014,O,1990-04-01,,,2024-03-30T07:46:23,true,3,,4,RUE,MICHELET,54800,JARNY,54273,542730520_B,910340.2788821136,6899034.323329603,2008-01-01,A,,81.10Z,NAFRev2,N
012460747,00012,01246074700012,O,1986-06-19,,,2024-03-30T10:04:37,true,2,,14,RUE,VICTOR HUGO,14360,TROUVILLE-SUR-MER,14715,147151600_B,487955.97690687294,6922507.117903907,2008-01-01,A,,81.10Z,NAFRev2,N
012871596,00016,01287159600016,O,2014-03-31,,,2024-03-22T15:40:57,true,2,,32,RUE,ELSA TRIOLET,50100,CHERBOURG-EN-COTENTIN,50129,,,,2008-01-01,A,,81.10Z,NAFRev2,N
013099825,00013,01309982500013,O,2012-05-15,01,2022,2024-03-30T16:44:41,true,2,,,RUE,JEAN RIBAULT,76200,DIEPPE,76217,762171660_B,561780.426318455,6981950.426691096,2008-01-01,A,,81.10Z,NAFRev2,O
013167556,00011,01316755600011,O,1980-11-12,,,2024-03-30T10:37:51,true,3,,29,RUE,DE LA RIVIERE,72000,LE MANS,72181,721814680_B,491862.65780852956,6771352.084395822,2018-12-31,A,,81.10Z,NAFRev2,N
013245386,00019,01324538600019,O,1988-05-06,,,2024-03-30T10:38:31,true,3,,33,RUE,BECLARD,49100,ANGERS,49007,490070730_B,432556.4091436231,6713328.607165963,2021-06-30,A,,81.10Z,NAFRev2,N
013245907,00012,01324590700012,O,2010-07-19,,,2024-03-30T15:49:12,true,3,,,RUE,D'ALSACE,49400,SAUMUR,49328,493280050_B,466784.5740399887,6688803.92414297,2014-06-30,A,,81.10Z,NAFRev2,N
013247812,00012,01324781200012,O,2017-11-29,,,2024-03-29T23:03:55,true,3,,12,PLACE,SAINT-PIERRE,49400,SAUMUR,49328,493282340_B,467514.59543190757,6688813.898367773,2018-12-31,A,,81.10Z,NAFRev2,N
013660063,00010,01366006300010,O,1993-10-12,01,2022,2024-03-30T14:09:34,true,3,IMM. LE BOSQUET,34,RUE,JULES GROSJEAN,25200,MONTBELIARD,25388,253881090_B,984484.8850527899,6719233.661652676,2008-01-01,A,,81.10Z,NAFRev2,O
013755053,00017,01375505300017,O,2017-10-24,01,2022,2024-03-30T18:09:05,true,2,,20,RUE,DE CHENOVE,21000,DIJON,21231,212311850_B,852923.8382862804,6691826.672478628,2008-01-01,A,,81.10Z,NAFRev2,O
014347595,00010,01434759500010,O,2006-11-20,01,2022,2024-03-30T05:15:04,true,3,01 ET 03,1,RUE,PAUL ELUARD,71100,CHALON-SUR-SAONE,71076,710765655_B,842126.870740589,6634666.182395753,2008-01-01,A,,81.10Z,NAFRev2,O
014348551,00012,01434855100012,O,1981-02-16,,,2024-03-22T15:40:57,true,3,,,IMP,DE LA GARENNE,71800,LA CLAYETTE,71133,,,,2008-01-01,A,,81.10Z,NAFRev2,N
014497465,00014,01449746500014,O,2017-12-11,,,2024-03-30T00:01:57,true,2,,7,RUE,PRESIDENT ROOSEVELT,90000,BELFORT,90010,900103220_C,,,2008-01-01,A,,81.10Z,NAFRev2,N
014852065,00011,01485206500011,O,1989-09-27,,,2024-03-30T14:18:00,true,3,,,RUE,DU BAR,15000,AURILLAC,15014,150140160_B,655576.3096663613,6424561.876827936,2012-10-31,A,,81.10Z,NAFRev2,N
016150419,00097,01615041900097,O,2016-08-18,,,2025-02-04T02:19:13,false,1,,64,RUE,SULLY,21000,DIJON,21231,212318340_B,857023.8096286925,6692577.713841755,2012-12-20,A,,35.11Z,NAFRev2,N
016250524,00028,01625052400028,O,1981-09-19,11,2022,2024-03-22T15:40:57,true,2,,2,ALL,DE L'ORDORAT,21310,ARCEAU,21016,,,,2018-05-03,A,,41.20B,NAFRev2,O
017407214,00018,01740721400018,O,1993-10-06,,,2024-03-30T09:16:39,true,2,RINAN,9,RUE,NISSOLE,34000,MONTPELLIER,34172,341723955_B,770259.7872892064,6278754.870434718,2008-01-01,A,,81.10Z,NAFRev2,N
017409111,00014,01740911100014,O,2011-11-03,,,2024-03-30T02:40:22,true,2,N AGENCE,4,PLACE,CASSAN,34130,MAUGUIO,34154,34154piex_B,778855.5680053589,6272058.835156366,2008-01-01,A,,81.10Z,NAFRev2,N
019562925,00016,01956292500016,O,2011-04-21,,,2025-02-11T02:18:50,true,3,,,RUE,DE VALSERRES,05000,GAP,05061,050612240_B,944421.0195514214,6388868.3909868,2008-01-01,A,,81.10Z,NAFRev2,N
019563980,00010,01956398000010,O,2007-06-20,01,2022,2024-03-30T15:16:12,true,3,,48,BOULEVARD,GEORGES POMPIDOU,05000,GAP,05061,050611026_B,944753.3238612409,6389121.258000262,2008-01-01,A,,81.10Z,NAFRev2,O
019565787,00017,01956578700017,O,2023-06-10,,,2024-03-30T15:06:23,true,4,,,RUE,DE VALSERRES,05000,GAP,05061,050612240_B,944421.0195514214,6388868.3909868,2009-12-31,A,,81.10Z,NAFRev2,N
019675222,00012,01967522200012,O,1997-08-26,,,2024-03-30T11:21:38,true,3,,34,ALLEE,DES FONTAINIERS,04000,DIGNE-LES-BAINS,04070,040700640_B,958869.0907275722,6337980.858960234,2008-01-01,A,,81.10Z,NAFRev2,N
019760651,00018,01976065100018,O,2016-09-10,,,2024-03-30T16:04:55,true,3,,27,RUE,BARLA,06300,NICE,06088,060880610_B,1045232.2264204455,6298539.151310609,2021-12-31,A,,81.10Z,NAFRev2,N
019764505,00012,01976450500012,O,1986-04-21,,,2024-03-30T17:11:18,true,2,,5,RUE,THEODORE DE BANVILLE,06100,NICE,06088,060886385_B,1043254.1281362509,6299454.941155704,2008-01-01,A,,81.10Z,NAFRev2,N
019764588,00018,01976458800018,O,2006-04-29,,,2024-03-30T02:03:26,true,3,,1,PLACE,PHILIPPE RANDON,06000,NICE,06088,060885010_B,1043373.4039122261,6299174.8011945095,2008-12-31,A,,81.10Z,NAFRev2,N
019768993,00016,01976899300016,O,1987-04-20,,,2024-03-30T06:58:49,true,2,,5,RUE,SMOLLETT,06300,NICE,06088,060886235_B,1045082.3999862203,6298819.607523066,2008-01-01,A,,81.10Z,NAFRev2,N
019769363,00011,01976936300011,O,2015-02-16,,,2024-03-30T08:36:34,true,2,,11,ROUTE,DE BELLET,06200,NICE,06088,060880745_B,1041804.3566028299,6297588.890651656,2008-01-01,A,,81.10Z,NAFRev2,N
019771427,00010,01977142700010,O,2008-10-17,01,2022,2024-03-30T18:53:26,true,2,,,AV,BELLEVUE,06150,CANNES,06029,060290385_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
019772532,00016,01977253200016,O,1983-10-21,,,2024-03-30T04:24:30,true,3,,121,AVENUE,SAINT-LAMBERT,06000,NICE,06088,060885830_B,1043414.6366752442,6299941.729946236,2011-12-31,A,,81.10Z,NAFRev2,N
019779198,00019,01977919800019,O,2005-04-03,,,2024-03-30T03:51:37,true,3,,14,RUE,VERDI,06000,NICE,06088,060886620_B,1043371.4723152143,6298224.019210212,2017-12-31,A,,81.10Z,NAFRev2,N
019787415,00017,01978741500017,O,1989-07-02,,,2024-03-30T12:55:21,true,2,,5,RUE,DIDEROT,06000,NICE,06088,060881970_B,1043720.1670306599,6299126.877307553,2008-01-01,A,,81.10Z,NAFRev2,O
019792860,00017,01979286000017,O,1994-08-06,01,2022,2024-03-30T10:47:48,true,2,,4,AVENUE,DOCTEUR RAYMOND PICAUD,06400,CANNES,06029,060290981_B,1023671.7934114349,6280635.207747122,2008-01-01,A,,81.10Z,NAFRev2,O
019794411,00017,01979441100017,O,2024-02-12,,,2025-02-15T02:12:47,true,3,,17,RUE,BENOIT BUNICO,06300,NICE,06088,060880780_B,1044687.3549736715,6298047.817206492,2016-09-30,A,,81.10Z,NAFRev2,N
019800531,00014,01980053100014,O,1996-12-08,,,2024-03-30T03:42:47,true,2,,6,AVENUE,DES AIGLES,06600,ANTIBES,06004,060040040_B,1032098.9061623022,6284079.376185352,2008-01-01,A,,81.10Z,NAFRev2,N
019806082,00012,01980608200012,O,2006-05-06,,,2024-03-30T06:30:24,true,3,,2,AVENUE,THIERS,06500,MENTON,06083,060831400_B,1061778.0175036113,6307494.8894869,2015-12-31,A,,81.10Z,NAFRev2,N
019833615,00016,01983361500016,O,2020-01-13,,,2024-03-30T10:48:19,true,3,,,AVENUE,JOSEPH GIORDAN,06200,NICE,06088,060883478_B,1040555.5831062698,6296610.9489611,2019-02-28,A,,81.10Z,NAFRev2,N
019902915,00016,01990291500016,O,1995-08-01,,,2024-03-30T01:50:34,true,2,OVENCE,511,AVENUE,GENERAL LECLERC,06140,VENCE,06157,061570630_B,1031809.3582899704,6300141.993767377,2008-01-01,A,,81.10Z,NAFRev2,N
019908763,00014,01990876300014,O,2000-02-15,01,2022,2024-03-30T00:20:37,true,2,,4,AVENUE,GENERAL DE GAULLE,06500,MENTON,06083,060830590_B,1061275.702909705,6306638.711210567,2008-01-01,A,,81.10Z,NAFRev2,O
020813895,00016,02081389500016,O,2020-05-28,01,2022,2024-03-30T06:17:00,true,4,,1,RUE,DU DOCTEUR POMPEANI,20000,AJACCIO,2A004,2a0040450_B,1175961.4257383773,6108086.75547273,2021-01-18,A,,81.10Z,NAFRev2,O
021004387,00011,02100438700011,O,2010-07-30,,,2024-03-30T11:11:30,true,2,,,CHEMIN,DE LA LAUVE,83700,SAINT-RAPHAEL,83118,831181740_B,1005907.6246884563,6266513.419158424,2008-01-01,A,,81.10Z,NAFRev2,N
